instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,yr_label,weekday_label,temp_celsius,atemp_celsius,hum_pct,windspeed_kmh
6361,9/27/2011,4,0,9,14,0,2,1,2,0.68,0.6364,0.79,0.1045,29,123,152,Winter,Mist/Cloudy,2011,Tue,27.88,31.82,79,7.0015
6362,9/27/2011,4,0,9,15,0,2,1,2,0.68,0.6364,0.83,0.0896,35,170,205,Winter,Mist/Cloudy,2011,Tue,27.88,31.82,83,6.0032
6363,9/27/2011,4,0,9,16,0,2,1,2,0.66,0.6061,0.83,0.194,33,225,258,Winter,Mist/Cloudy,2011,Tue,27.06,30.305,83,12.998
6364,9/27/2011,4,0,9,17,0,2,1,2,0.66,0.5909,0.89,0.194,50,480,530,Winter,Mist/Cloudy,2011,Tue,27.06,29.545,89,12.998
6365,9/27/2011,4,0,9,18,0,2,1,2,0.64,0.5758,0.89,0.2239,31,325,356,Winter,Mist/Cloudy,2011,Tue,26.24,28.79,89,15.0013
6366,9/27/2011,4,0,9,19,0,2,1,2,0.64,0.5758,0.89,0.1343,26,294,320,Winter,Mist/Cloudy,2011,Tue,26.24,28.79,89,8.9981
6367,9/27/2011,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0,17,221,238,Winter,Clear/Partly Cloudy,2011,Tue,25.42,29.545,78,0
6368,9/27/2011,4,0,9,21,0,2,1,1,0.6,0.5606,0.83,0,17,179,196,Winter,Clear/Partly Cloudy,2011,Tue,24.6,28.03,83,0
6369,9/27/2011,4,0,9,22,0,2,1,1,0.6,0.5455,0.88,0.0896,19,102,121,Winter,Clear/Partly Cloudy,2011,Tue,24.6,27.275,88,6.0032
6370,9/27/2011,4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,11,82,93,Winter,Clear/Partly Cloudy,2011,Tue,24.6,27.275,88,6.0032
6371,9/28/2011,4,0,9,0,0,3,1,1,0.6,0.5455,0.88,0,7,29,36,Winter,Clear/Partly Cloudy,2011,Wed,24.6,27.275,88,0
6372,9/28/2011,4,0,9,1,0,3,1,1,0.6,0.5455,0.88,0,1,13,14,Winter,Clear/Partly Cloudy,2011,Wed,24.6,27.275,88,0
6373,9/28/2011,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537,0,9,9,Winter,Clear/Partly Cloudy,2011,Wed,24.6,27.275,88,16.9979
6374,9/28/2011,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,0,3,3,Winter,Mist/Cloudy,2011,Wed,24.6,25.76,94,6.0032
6375,9/28/2011,4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0,1,3,4,Winter,Clear/Partly Cloudy,2011,Wed,24.6,27.275,88,0
6376,9/28/2011,4,0,9,5,0,3,1,2,0.6,0.5152,0.94,0,2,20,22,Winter,Mist/Cloudy,2011,Wed,24.6,25.76,94,0
6377,9/28/2011,4,0,9,6,0,3,1,3,0.6,0.5152,0.94,0.1642,3,111,114,Winter,Light Rain/Snow,2011,Wed,24.6,25.76,94,11.0014
6378,9/28/2011,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,8,177,185,Winter,Light Rain/Snow,2011,Wed,24.6,25.76,94,11.0014
6379,9/28/2011,4,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.2239,17,270,287,Winter,Light Rain/Snow,2011,Wed,25.42,27.275,94,15.0013
6380,9/28/2011,4,0,9,9,0,3,1,3,0.62,0.5455,0.94,0.2239,14,141,155,Winter,Light Rain/Snow,2011,Wed,25.42,27.275,94,15.0013
6381,9/28/2011,4,0,9,10,0,3,1,2,0.62,0.5455,0.94,0,20,109,129,Winter,Mist/Cloudy,2011,Wed,25.42,27.275,94,0
6382,9/28/2011,4,0,9,11,0,3,1,2,0.66,0.6061,0.83,0.1045,24,127,151,Winter,Mist/Cloudy,2011,Wed,27.06,30.305,83,7.0015
6383,9/28/2011,4,0,9,12,0,3,1,2,0.68,0.6364,0.79,0,25,159,184,Winter,Mist/Cloudy,2011,Wed,27.88,31.82,79,0
6384,9/28/2011,4,0,9,13,0,3,1,1,0.7,0.6667,0.74,0.2537,24,138,162,Winter,Clear/Partly Cloudy,2011,Wed,28.7,33.335,74,16.9979
6385,9/28/2011,4,0,9,14,0,3,1,1,0.72,0.6818,0.62,0.2537,25,145,170,Winter,Clear/Partly Cloudy,2011,Wed,29.52,34.09,62,16.9979
6386,9/28/2011,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,35,146,181,Winter,Clear/Partly Cloudy,2011,Wed,28.7,32.575,70,8.9981
6387,9/28/2011,4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.194,39,241,280,Winter,Clear/Partly Cloudy,2011,Wed,28.7,32.575,70,12.998
6388,9/28/2011,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,64,527,591,Winter,Clear/Partly Cloudy,2011,Wed,28.7,32.575,70,15.0013
6389,9/28/2011,4,0,9,18,0,3,1,3,0.66,0.6061,0.83,0.2537,65,459,524,Winter,Light Rain/Snow,2011,Wed,27.06,30.305,83,16.9979
6390,9/28/2011,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,57,315,372,Winter,Light Rain/Snow,2011,Wed,27.06,30.305,83,16.9979
6391,9/28/2011,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,11,91,102,Winter,Light Rain/Snow,2011,Wed,24.6,28.03,83,19.9995
6392,9/28/2011,4,0,9,21,0,3,1,3,0.6,0.5455,0.88,0.2537,7,67,74,Winter,Light Rain/Snow,2011,Wed,24.6,27.275,88,16.9979
6393,9/28/2011,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87,Winter,Clear/Partly Cloudy,2011,Wed,24.6,27.275,88,6.0032
6394,9/28/2011,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71,Winter,Clear/Partly Cloudy,2011,Wed,24.6,25.76,94,8.9981
6395,9/29/2011,4,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.194,7,33,40,Winter,Clear/Partly Cloudy,2011,Thu,24.6,25.76,94,12.998
6396,9/29/2011,4,0,9,1,0,4,1,2,0.6,0.5,1,0.194,3,20,23,Winter,Mist/Cloudy,2011,Thu,24.6,25,100,12.998
6397,9/29/2011,4,0,9,2,0,4,1,2,0.6,0.5,1,0.194,0,2,2,Winter,Mist/Cloudy,2011,Thu,24.6,25,100,12.998
6398,9/29/2011,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.194,0,8,8,Winter,Mist/Cloudy,2011,Thu,24.6,25.76,94,12.998
6399,9/29/2011,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.194,2,5,7,Winter,Mist/Cloudy,2011,Thu,24.6,27.275,88,12.998
6400,9/29/2011,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,0,22,22,Winter,Mist/Cloudy,2011,Thu,24.6,27.275,88,7.0015
6401,9/29/2011,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,5,106,111,Winter,Mist/Cloudy,2011,Thu,24.6,27.275,88,6.0032
6402,9/29/2011,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,14,269,283,Winter,Clear/Partly Cloudy,2011,Thu,24.6,27.275,88,8.9981
6403,9/29/2011,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0,29,402,431,Winter,Clear/Partly Cloudy,2011,Thu,24.6,28.03,83,0
6404,9/29/2011,4,0,9,9,0,4,1,1,0.62,0.5909,0.78,0.2537,27,198,225,Winter,Clear/Partly Cloudy,2011,Thu,25.42,29.545,78,16.9979
6405,9/29/2011,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.194,24,103,127,Winter,Clear/Partly Cloudy,2011,Thu,26.24,30.305,65,12.998
6406,9/29/2011,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158,Winter,Clear/Partly Cloudy,2011,Thu,25.42,30.305,61,12.998
6407,9/29/2011,4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,38,157,195,Winter,Clear/Partly Cloudy,2011,Thu,27.06,31.06,61,11.0014
6408,9/29/2011,4,0,9,13,0,4,1,1,0.64,0.6212,0.61,0.194,36,175,211,Winter,Clear/Partly Cloudy,2011,Thu,26.24,31.06,61,12.998
6409,9/29/2011,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,33,134,167,Winter,Clear/Partly Cloudy,2011,Thu,27.88,31.82,51,19.9995
6410,9/29/2011,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,42,185,227,Winter,Clear/Partly Cloudy,2011,Thu,27.88,31.82,45,26.0027
6411,9/29/2011,4,0,9,16,0,4,1,1,0.68,0.6364,0.41,0.3582,64,227,291,Winter,Clear/Partly Cloudy,2011,Thu,27.88,31.82,41,23.9994
6412,9/29/2011,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,62,527,589,Winter,Clear/Partly Cloudy,2011,Thu,27.06,31.06,47,19.9995
6413,9/29/2011,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,84,500,584,Winter,Clear/Partly Cloudy,2011,Thu,26.24,31.06,41,15.0013
6414,9/29/2011,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,36,348,384,Winter,Clear/Partly Cloudy,2011,Thu,25.42,31.06,50,6.0032
6415,9/29/2011,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,39,234,273,Winter,Clear/Partly Cloudy,2011,Thu,24.6,31.06,53,6.0032
6416,9/29/2011,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0,30,195,225,Winter,Clear/Partly Cloudy,2011,Thu,23.78,27.275,56,0
6417,9/29/2011,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0,25,150,175,Winter,Clear/Partly Cloudy,2011,Thu,22.96,26.515,68,0
6418,9/29/2011,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,17,64,81,Winter,Clear/Partly Cloudy,2011,Thu,21.32,25,77,7.0015
6419,9/30/2011,4,0,9,0,0,5,1,1,0.52,0.5,0.83,0.1045,7,53,60,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,83,7.0015
6420,9/30/2011,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,77,6.0032
6421,9/30/2011,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,83,7.0015
6422,9/30/2011,4,0,9,3,0,5,1,1,0.52,0.5,0.83,0.1045,0,3,3,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,83,7.0015
6423,9/30/2011,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.194,2,6,8,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,83,12.998
6424,9/30/2011,4,0,9,5,0,5,1,1,0.52,0.5,0.83,0.194,3,23,26,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,83,12.998
6425,9/30/2011,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,83,15.0013
6426,9/30/2011,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,297,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,83,15.0013
6427,9/30/2011,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,31,425,456,Winter,Clear/Partly Cloudy,2011,Fri,22.14,25.76,77,8.9981
6428,9/30/2011,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237,Winter,Clear/Partly Cloudy,2011,Fri,22.96,26.515,73,12.998
6429,9/30/2011,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0,46,122,168,Winter,Clear/Partly Cloudy,2011,Fri,24.6,30.305,64,0
6430,9/30/2011,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217,Winter,Clear/Partly Cloudy,2011,Fri,26.24,31.06,57,6.0032
6431,9/30/2011,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254,Winter,Mist/Cloudy,2011,Fri,26.24,31.06,57,12.998
6432,9/30/2011,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266,Winter,Mist/Cloudy,2011,Fri,27.06,31.06,47,22.0028
6433,9/30/2011,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266,Winter,Mist/Cloudy,2011,Fri,26.24,31.06,47,19.9995
6434,9/30/2011,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245,Winter,Clear/Partly Cloudy,2011,Fri,26.24,31.06,50,19.0012
6435,9/30/2011,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,62,298,360,Winter,Clear/Partly Cloudy,2011,Fri,25.42,31.06,53,15.0013
6436,9/30/2011,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,94,497,591,Winter,Clear/Partly Cloudy,2011,Fri,25.42,31.06,53,12.998
6437,9/30/2011,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,62,449,511,Winter,Clear/Partly Cloudy,2011,Fri,23.78,27.275,49,23.9994
6438,9/30/2011,4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,42,332,374,Winter,Clear/Partly Cloudy,2011,Fri,22.14,25.76,52,19.0012
6439,9/30/2011,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230,Winter,Clear/Partly Cloudy,2011,Fri,22.14,25.76,52,19.0012
6440,9/30/2011,4,0,9,21,0,5,1,1,0.52,0.5,0.55,0.194,27,179,206,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,55,12.998
6441,9/30/2011,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,55,22.0028
6442,9/30/2011,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132,Winter,Clear/Partly Cloudy,2011,Fri,21.32,25,55,22.0028
6443,10/1/2011,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,24,106,130,Winter,Clear/Partly Cloudy,2011,Sat,20.5,24.24,63,26.0027
6444,10/1/2011,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58,Winter,Clear/Partly Cloudy,2011,Sat,19.68,23.485,67,22.0028
6445,10/1/2011,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,21,46,67,Winter,Clear/Partly Cloudy,2011,Sat,18.86,22.725,63,27.9993
6446,10/1/2011,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25,Winter,Clear/Partly Cloudy,2011,Sat,18.86,22.725,59,27.9993
6447,10/1/2011,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,2,6,8,Winter,Clear/Partly Cloudy,2011,Sat,18.04,21.97,58,27.9993
6448,10/1/2011,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5,Winter,Mist/Cloudy,2011,Sat,18.04,21.97,62,19.9995
6449,10/1/2011,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,4,15,19,Winter,Clear/Partly Cloudy,2011,Sat,17.22,21.21,67,22.0028
6450,10/1/2011,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,6,30,36,Winter,Light Rain/Snow,2011,Sat,17.22,21.21,67,16.9979
6451,10/1/2011,4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,9,58,67,Winter,Mist/Cloudy,2011,Sat,16.4,20.455,76,22.0028
6452,10/1/2011,4,0,10,9,0,6,0,3,0.4,0.4091,0.82,0.3582,17,112,129,Winter,Light Rain/Snow,2011,Sat,16.4,20.455,82,23.9994
6453,10/1/2011,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,21,100,121,Winter,Light Rain/Snow,2011,Sat,16.4,20.455,76,23.9994
6454,10/1/2011,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,30,102,132,Winter,Light Rain/Snow,2011,Sat,15.58,19.695,82,22.0028
6455,10/1/2011,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,28,130,158,Winter,Mist/Cloudy,2011,Sat,16.4,20.455,82,16.9979
6456,10/1/2011,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,27,98,125,Winter,Mist/Cloudy,2011,Sat,16.4,20.455,82,22.0028
6457,10/1/2011,4,0,10,14,0,6,0,2,0.42,0.4242,0.71,0.3582,33,147,180,Winter,Mist/Cloudy,2011,Sat,17.22,21.21,71,23.9994
6458,10/1/2011,4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,41,154,195,Winter,Mist/Cloudy,2011,Sat,17.22,21.21,71,19.0012
6459,10/1/2011,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223,Winter,Mist/Cloudy,2011,Sat,16.4,20.455,76,19.9995
6460,10/1/2011,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.194,58,170,228,Winter,Light Rain/Snow,2011,Sat,16.4,20.455,76,12.998
6461,10/1/2011,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,23,117,140,Winter,Light Rain/Snow,2011,Sat,15.58,19.695,87,15.0013
6462,10/1/2011,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126,Winter,Mist/Cloudy,2011,Sat,15.58,19.695,82,12.998
6463,10/1/2011,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66,Winter,Light Rain/Snow,2011,Sat,14.76,18.18,87,7.0015
6464,10/1/2011,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56,Winter,Light Rain/Snow,2011,Sat,14.76,18.18,87,7.0015
6465,10/1/2011,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,12,58,70,Winter,Mist/Cloudy,2011,Sat,14.76,17.425,93,15.0013
6466,10/1/2011,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,Winter,Light Rain/Snow,2011,Sat,14.76,17.425,93,15.0013
6467,10/2/2011,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,Winter,Light Rain/Snow,2011,Sun,14.76,16.665,93,19.9995
6468,10/2/2011,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,Winter,Light Rain/Snow,2011,Sun,13.94,15.91,87,16.9979
6469,10/2/2011,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,Winter,Light Rain/Snow,2011,Sun,13.94,15.15,87,19.9995
6470,10/2/2011,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,Winter,Light Rain/Snow,2011,Sun,13.94,15.91,87,19.0012
6471,10/2/2011,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,Winter,Mist/Cloudy,2011,Sun,13.94,15.91,87,16.9979
6472,10/2/2011,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,Winter,Clear/Partly Cloudy,2011,Sun,13.12,15.15,87,19.0012
6473,10/2/2011,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,Winter,Clear/Partly Cloudy,2011,Sun,13.12,15.91,81,11.0014
6474,10/2/2011,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,Winter,Clear/Partly Cloudy,2011,Sun,13.94,16.665,76,12.998
6475,10/2/2011,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,Winter,Mist/Cloudy,2011,Sun,13.94,16.665,76,12.998
6476,10/2/2011,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,Winter,Clear/Partly Cloudy,2011,Sun,14.76,16.665,76,23.9994
6477,10/2/2011,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,Winter,Mist/Cloudy,2011,Sun,14.76,16.665,71,19.0012
6478,10/2/2011,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,Winter,Mist/Cloudy,2011,Sun,15.58,19.695,66,16.9979
6479,10/2/2011,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,Winter,Mist/Cloudy,2011,Sun,16.4,20.455,62,12.998
6480,10/2/2011,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,Winter,Light Rain/Snow,2011,Sun,16.4,20.455,62,15.0013
6481,10/2/2011,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,Winter,Light Rain/Snow,2011,Sun,14.76,17.425,81,11.0014
6482,10/2/2011,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,Winter,Light Rain/Snow,2011,Sun,14.76,16.665,81,16.9979
6483,10/2/2011,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,Winter,Light Rain/Snow,2011,Sun,14.76,17.425,87,12.998
6484,10/2/2011,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,Winter,Light Rain/Snow,2011,Sun,14.76,17.425,87,11.0014
6485,10/2/2011,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,Winter,Mist/Cloudy,2011,Sun,14.76,17.425,81,12.998
6486,10/2/2011,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,Winter,Mist/Cloudy,2011,Sun,15.58,19.695,76,11.0014
6487,10/2/2011,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,Winter,Mist/Cloudy,2011,Sun,14.76,16.665,76,16.9979
6488,10/2/2011,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,Winter,Clear/Partly Cloudy,2011,Sun,14.76,17.425,71,15.0013
6489,10/2/2011,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,Winter,Light Rain/Snow,2011,Sun,14.76,18.18,81,6.0032
6490,10/2/2011,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,Winter,Clear/Partly Cloudy,2011,Sun,14.76,18.18,81,6.0032
6491,10/3/2011,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,Winter,Clear/Partly Cloudy,2011,Mon,13.94,17.425,87,7.0015
6492,10/3/2011,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,Winter,Clear/Partly Cloudy,2011,Mon,14.76,18.18,81,6.0032
6493,10/3/2011,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,Winter,Clear/Partly Cloudy,2011,Mon,14.76,18.18,76,7.0015
6494,10/3/2011,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0,1,6,7,Winter,Clear/Partly Cloudy,2011,Mon,14.76,18.94,81,0
6495,10/3/2011,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,Winter,Clear/Partly Cloudy,2011,Mon,13.94,17.425,87,7.0015
6496,10/3/2011,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,Winter,Mist/Cloudy,2011,Mon,14.76,18.18,76,7.0015
6497,10/3/2011,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0,3,91,94,Winter,Mist/Cloudy,2011,Mon,14.76,18.94,71,0
6498,10/3/2011,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,Winter,Mist/Cloudy,2011,Mon,14.76,17.425,71,8.9981
6499,10/3/2011,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,Winter,Mist/Cloudy,2011,Mon,14.76,18.18,71,7.0015
6500,10/3/2011,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,66,6.0032
6501,10/3/2011,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,66,7.0015
6502,10/3/2011,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,71,15.0013
6503,10/3/2011,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,71,8.9981
6504,10/3/2011,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,Winter,Light Rain/Snow,2011,Mon,17.22,21.21,67,11.0014
6505,10/3/2011,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0,26,94,120,Winter,Light Rain/Snow,2011,Mon,16.4,20.455,76,0
6506,10/3/2011,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0,22,79,101,Winter,Light Rain/Snow,2011,Mon,16.4,20.455,76,0
6507,10/3/2011,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,76,7.0015
6508,10/3/2011,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,76,11.0014
6509,10/3/2011,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,76,11.0014
6510,10/3/2011,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0,15,300,315,Winter,Clear/Partly Cloudy,2011,Mon,16.4,20.455,76,0
6511,10/3/2011,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0,13,191,204,Winter,Light Rain/Snow,2011,Mon,16.4,20.455,82,0
6512,10/3/2011,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0,10,128,138,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,82,0
6513,10/3/2011,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0,12,79,91,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,82,0
6514,10/3/2011,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,Winter,Mist/Cloudy,2011,Mon,16.4,20.455,82,7.0015
6515,10/4/2011,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,Winter,Mist/Cloudy,2011,Tue,16.4,20.455,87,6.0032
6516,10/4/2011,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,Winter,Mist/Cloudy,2011,Tue,16.4,20.455,87,7.0015
6517,10/4/2011,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0,1,2,3,Winter,Mist/Cloudy,2011,Tue,16.4,20.455,87,0
6518,10/4/2011,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,Winter,Clear/Partly Cloudy,2011,Tue,16.4,20.455,82,7.0015
6519,10/4/2011,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,Winter,Clear/Partly Cloudy,2011,Tue,16.4,20.455,82,6.0032
6520,10/4/2011,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,Winter,Clear/Partly Cloudy,2011,Tue,16.4,20.455,82,8.9981
6521,10/4/2011,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,Winter,Clear/Partly Cloudy,2011,Tue,16.4,20.455,82,7.0015
