instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,yr_label,weekday_label,temp_celsius,atemp_celsius,hum_pct,windspeed_kmh,perf_cluster
288,10/15/2011,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Winter,Clear/Partly Cloudy,2011,Sat,20.773347,24.93625,48.3333,17.291561,High
289,10/16/2011,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Winter,Clear/Partly Cloudy,2011,Sun,20.978347,25.1577,48.6667,18.875039,High
290,10/17/2011,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Winter,Clear/Partly Cloudy,2011,Mon,21.900847,25.53625,57.9583,11.750393,High
291,10/18/2011,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Winter,Mist/Cloudy,2011,Tue,21.8325,26.13605,70.1667,7.375829,High
292,10/19/2011,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Winter,Light Rain/Snow,2011,Wed,22.211299,25.6924,89.5217,16.303713,Low
293,10/20/2011,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Winter,Clear/Partly Cloudy,2011,Thu,19.509153,23.32625,63.625,28.292425,Medium
294,10/21/2011,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Winter,Clear/Partly Cloudy,2011,Fri,17.5275,21.1798,57.4167,14.833532,Medium
295,10/22/2011,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Winter,Clear/Partly Cloudy,2011,Sat,17.3225,21.2746,62.9167,6.2086689,Medium
296,10/23/2011,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Winter,Clear/Partly Cloudy,2011,Sun,17.288347,21.11665,74.125,6.6673375,Medium
297,10/24/2011,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Winter,Clear/Partly Cloudy,2011,Mon,18.996653,22.85335,77.2083,7.959064,Medium
298,10/25/2011,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Winter,Clear/Partly Cloudy,2011,Tue,19.338347,23.16875,62.2917,11.166086,High
299,10/26/2011,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Winter,Mist/Cloudy,2011,Wed,19.850847,23.6423,72.0417,9.959014,Medium
300,10/27/2011,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,Winter,Mist/Cloudy,2011,Thu,19.27,22.8523,81.2917,13.250121,Low
301,10/28/2011,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Winter,Mist/Cloudy,2011,Fri,13.564153,15.9406,58.5833,15.375093,Medium
302,10/29/2011,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,Winter,Light Rain/Snow,2011,Sat,10.420847,11.39565,88.25,23.541857,Low
303,10/30/2011,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Winter,Clear/Partly Cloudy,2011,Sun,13.085847,16.06645,62.375,11.833339,Medium
304,10/31/2011,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,Winter,Clear/Partly Cloudy,2011,Mon,13.94,17.80315,70.3333,7.12545,Medium
305,11/1/2011,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Winter,Clear/Partly Cloudy,2011,Tue,16.434153,19.8544,68.375,9.083257,Medium
306,11/2/2011,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Winter,Clear/Partly Cloudy,2011,Wed,15.4775,19.50665,71.875,5.5001439,Medium
307,11/3/2011,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Winter,Clear/Partly Cloudy,2011,Thu,16.741653,20.29605,70.2083,9.166739,Medium
308,11/4/2011,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Winter,Mist/Cloudy,2011,Fri,16.536653,20.1696,62.25,18.209193,Medium
309,11/5/2011,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Winter,Clear/Partly Cloudy,2011,Sat,13.393347,16.1927,51.9167,12.667154,Medium
310,11/6/2011,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Winter,Clear/Partly Cloudy,2011,Sun,14.281653,18.1179,73.4583,6.1676314,Medium
311,11/7/2011,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,Winter,Clear/Partly Cloudy,2011,Mon,16.195,20.04355,75.875,3.834075,Medium
312,11/8/2011,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Winter,Clear/Partly Cloudy,2011,Tue,16.741653,20.6123,72.1667,4.6255125,Medium
313,11/9/2011,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Winter,Clear/Partly Cloudy,2011,Wed,16.4,20.45395,75.8333,4.1671186,Medium
314,11/10/2011,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,Winter,Mist/Cloudy,2011,Thu,15.58,18.68605,81.3333,12.667489,Low
315,11/11/2011,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Winter,Clear/Partly Cloudy,2011,Fri,13.290847,15.34085,44.625,21.083225,Medium
316,11/12/2011,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Winter,Clear/Partly Cloudy,2011,Sat,14.623347,17.8971,55.2917,14.208154,Medium
317,11/13/2011,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Winter,Clear/Partly Cloudy,2011,Sun,18.074153,21.5275,45.8333,18.875307,Medium
318,11/14/2011,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,Winter,Clear/Partly Cloudy,2011,Mon,21.73,26.2306,58.7083,20.541932,Medium
319,11/15/2011,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,Winter,Mist/Cloudy,2011,Tue,21.73,25.37895,68.875,13.375411,Medium
320,11/16/2011,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,Winter,Light Rain/Snow,2011,Wed,18.723347,22.5994,93,9.167543,Low
321,11/17/2011,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Winter,Mist/Cloudy,2011,Thu,14.008347,16.16105,57.5833,20.459254,Low
322,11/18/2011,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,Winter,Clear/Partly Cloudy,2011,Fri,11.240847,13.63605,41,11.291711,Medium
323,11/19/2011,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Winter,Clear/Partly Cloudy,2011,Sat,13.495847,16.22415,50.2083,15.041232,Medium
324,11/20/2011,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Winter,Mist/Cloudy,2011,Sun,18.996653,22.8529,68.4583,12.45865,Medium
325,11/21/2011,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,Winter,Light Rain/Snow,2011,Mon,18.3475,22.2531,91,9.249618,Low
326,11/22/2011,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Winter,Light Rain/Snow,2011,Tue,17.083347,21.0848,96.25,7.959064,Low
327,11/23/2011,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Winter,Mist/Cloudy,2011,Wed,18.074153,21.52685,75.7917,22.500275,Low
328,11/24/2011,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,Winter,Clear/Partly Cloudy,2011,Thu,15.306653,18.62355,54.9167,11.209368,Low
329,11/25/2011,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Winter,Clear/Partly Cloudy,2011,Fri,15.375,19.03355,64.375,6.6260186,Low
330,11/26/2011,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Winter,Clear/Partly Cloudy,2011,Sat,15.409153,19.25435,68.1667,4.5841936,Low
331,11/27/2011,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Winter,Clear/Partly Cloudy,2011,Sun,18.825847,22.79,69.8333,13.999918,Low
332,11/28/2011,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Winter,Clear/Partly Cloudy,2011,Mon,20.642598,24.5061,74.3043,9.522174,Medium
333,11/29/2011,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Winter,Mist/Cloudy,2011,Tue,18.791653,22.56875,83.0833,17.292164,Low
334,11/30/2011,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,Winter,Clear/Partly Cloudy,2011,Wed,13.325,15.56105,61.3333,18.167586,Medium
335,12/1/2011,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Winter,Clear/Partly Cloudy,2011,Thu,12.8125,15.2777,52.4583,14.750586,Medium
336,12/2/2011,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Winter,Clear/Partly Cloudy,2011,Fri,12.880847,16.57165,62.5833,6.750518,Medium
337,12/3/2011,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Winter,Clear/Partly Cloudy,2011,Sat,12.265847,15.5302,61.2917,6.4174811,Medium
338,12/4/2011,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Winter,Clear/Partly Cloudy,2011,Sun,13.564153,17.455,77.5833,5.6252061,Medium
339,12/5/2011,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Winter,Mist/Cloudy,2011,Mon,15.819153,19.69625,82.7083,4.1679561,Medium
340,12/6/2011,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Winter,Light Rain/Snow,2011,Tue,18.9625,22.82,94.9583,15.583061,Low
341,12/7/2011,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,Winter,Light Rain/Snow,2011,Wed,16.81,20.0123,97.0417,17.833725,Low
342,12/8/2011,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,Winter,Clear/Partly Cloudy,2011,Thu,10.899153,12.8469,58,16.083886,Medium
343,12/9/2011,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Winter,Clear/Partly Cloudy,2011,Fri,11.924153,15.8771,69.5833,5.5420189,Medium
344,12/10/2011,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Winter,Clear/Partly Cloudy,2011,Sat,11.275,13.3206,50.75,15.625807,Medium
345,12/11/2011,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Winter,Clear/Partly Cloudy,2011,Sun,9.054153,12.6577,49,4.4582939,Low
346,12/12/2011,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Winter,Clear/Partly Cloudy,2011,Mon,9.771653,13.5098,67.0833,4.25115,Medium
347,12/13/2011,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Winter,Clear/Partly Cloudy,2011,Tue,11.5825,15.0569,59,9.41685,Medium
348,12/14/2011,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Winter,Mist/Cloudy,2011,Wed,13.0175,16.9181,66.375,4.0842061,Medium
349,12/15/2011,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Winter,Mist/Cloudy,2011,Thu,17.3225,20.61185,63.4167,17.958814,Medium
350,12/16/2011,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Winter,Mist/Cloudy,2011,Fri,15.375,17.99125,50.0417,17.458525,Medium
351,12/17/2011,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Winter,Mist/Cloudy,2011,Sat,10.591653,12.46855,56.0833,16.292189,Low
352,12/18/2011,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Winter,Clear/Partly Cloudy,2011,Sun,9.771653,12.27895,58.625,11.375193,Low
353,12/19/2011,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Winter,Clear/Partly Cloudy,2011,Mon,11.343347,14.04665,63.75,11.584032,Medium
354,12/20/2011,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Winter,Mist/Cloudy,2011,Tue,15.819153,19.8227,59.5417,4.1252436,Medium
355,12/21/2011,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Spring,Mist/Cloudy,2011,Wed,17.561653,21.40085,85.8333,14.8338,Low
356,12/22/2011,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Spring,Mist/Cloudy,2011,Thu,17.356653,21.30605,75.75,3.167425,Low
357,12/23/2011,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Spring,Clear/Partly Cloudy,2011,Fri,15.306653,18.87565,68.625,18.374482,Low
358,12/24/2011,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Spring,Clear/Partly Cloudy,2011,Sat,12.4025,14.9621,54.25,12.750368,Low
359,12/25/2011,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Spring,Clear/Partly Cloudy,2011,Sun,11.266103,13.99805,68.1304,10.391097,Low
360,12/26/2011,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Spring,Clear/Partly Cloudy,2011,Mon,13.191299,15.77675,50.6957,16.044155,Low
361,12/27/2011,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Spring,Mist/Cloudy,2011,Tue,13.325,16.38165,76.25,12.62615,Low
362,12/28/2011,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Spring,Clear/Partly Cloudy,2011,Wed,12.26433,13.9987,50.3913,19.695387,Low
363,12/29/2011,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Spring,Clear/Partly Cloudy,2011,Thu,10.181653,13.1946,57.4167,8.000604,Low
364,12/30/2011,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Spring,Clear/Partly Cloudy,2011,Fri,12.778347,15.9406,63.6667,9.000579,Low
365,12/31/2011,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Spring,Clear/Partly Cloudy,2011,Sat,16.81,20.70605,61.5833,14.750318,Low
366,1/1/2012,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Spring,Clear/Partly Cloudy,2012,Sun,15.17,18.78105,69.25,12.875189,Low
367,1/2/2012,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Spring,Clear/Partly Cloudy,2012,Mon,11.194763,12.6152,38.1304,22.087555,Low
368,1/3/2012,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Spring,Clear/Partly Cloudy,2012,Tue,6.15,6.31375,44.125,24.499957,Low
369,1/4/2012,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Spring,Mist/Cloudy,2012,Wed,4.4075,5.96685,41.4583,12.3749,Low
370,1/5/2012,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Spring,Clear/Partly Cloudy,2012,Thu,10.899153,13.9206,52.4167,8.709129,Medium
371,1/6/2012,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Spring,Clear/Partly Cloudy,2012,Fri,13.700847,17.01335,54.2083,11.249836,Medium
372,1/7/2012,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Spring,Clear/Partly Cloudy,2012,Sat,16.126653,19.53895,53.1667,11.708786,Medium
373,1/8/2012,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Spring,Clear/Partly Cloudy,2012,Sun,13.8375,17.0129,46.5,12.833314,Medium
374,1/9/2012,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Spring,Mist/Cloudy,2012,Mon,9.190847,12.37395,70.1667,6.6263,Low
375,1/10/2012,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Spring,Clear/Partly Cloudy,2012,Tue,12.656536,15.9413,64.6522,12.565984,Medium
376,1/11/2012,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Spring,Mist/Cloudy,2012,Wed,11.240847,14.14105,84.75,8.791807,Low
377,1/12/2012,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Spring,Mist/Cloudy,2012,Thu,15.6825,19.0969,80.2917,12.124789,Medium
378,1/13/2012,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Spring,Clear/Partly Cloudy,2012,Fri,11.240847,12.4681,50.75,25.333236,Medium
379,1/14/2012,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Spring,Clear/Partly Cloudy,2012,Sat,7.38,9.15435,45.75,12.541261,Low
380,1/15/2012,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Spring,Clear/Partly Cloudy,2012,Sun,6.833347,8.08125,41.9167,16.834286,Low
381,1/16/2012,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Spring,Clear/Partly Cloudy,2012,Mon,7.79,9.53315,52.25,15.500986,Low
382,1/17/2012,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Spring,Mist/Cloudy,2012,Tue,15.294763,18.2139,71.6087,23.39171,Low
383,1/18/2012,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Spring,Clear/Partly Cloudy,2012,Wed,12.436653,13.7627,44.3333,27.833743,Medium
384,1/19/2012,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Spring,Clear/Partly Cloudy,2012,Thu,7.79,9.5019,49.75,14.750586,Medium
385,1/20/2012,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Spring,Mist/Cloudy,2012,Fri,8.9175,11.0479,45,13.58425,Medium
386,1/21/2012,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Spring,Mist/Cloudy,2012,Sat,7.106653,8.74375,83.125,14.917014,Low
387,1/22/2012,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Spring,Mist/Cloudy,2012,Sun,6.6625,8.1125,79.625,13.375746,Low
388,1/23/2012,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Spring,Mist/Cloudy,2012,Mon,8.951653,12.1529,91.125,7.417436,Low
389,1/24/2012,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Spring,Clear/Partly Cloudy,2012,Tue,14.0425,17.4554,83.5833,8.292389,Medium
390,1/25/2012,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Spring,Clear/Partly Cloudy,2012,Wed,12.060847,14.74105,64.375,10.791757,Medium
391,1/26/2012,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Spring,Mist/Cloudy,2012,Thu,14.008347,17.8025,76.9583,4.9175186,Medium
392,1/27/2012,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Spring,Mist/Cloudy,2012,Fri,17.425,20.76915,74.125,22.958689,Medium
393,1/28/2012,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Spring,Clear/Partly Cloudy,2012,Sat,12.949153,16.31895,54.3333,14.125543,Medium
394,1/29/2012,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Spring,Clear/Partly Cloudy,2012,Sun,11.5825,13.63605,31.125,16.08335,Medium
395,1/30/2012,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Spring,Clear/Partly Cloudy,2012,Mon,11.035847,13.13125,40.0833,14.458064,Medium
396,1/31/2012,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Spring,Clear/Partly Cloudy,2012,Tue,15.99,19.06585,41.6667,17.541739,Medium
397,2/1/2012,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Spring,Clear/Partly Cloudy,2012,Wed,19.235847,23.3269,50.7917,12.667489,High
398,2/2/2012,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Spring,Mist/Cloudy,2012,Thu,16.365847,19.94855,67.2917,12.541529,Medium
399,2/3/2012,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Spring,Clear/Partly Cloudy,2012,Fri,12.846653,15.4673,52.6667,11.959232,Medium
400,2/4/2012,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Spring,Mist/Cloudy,2012,Sat,10.830847,13.63625,77.9583,8.167032,Low
401,2/5/2012,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Spring,Mist/Cloudy,2012,Sun,10.899153,13.22605,68.7917,11.791732,Low
402,2/6/2012,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Spring,Clear/Partly Cloudy,2012,Mon,11.586969,14.8213,62.2174,10.3046,Medium
403,2/7/2012,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Spring,Clear/Partly Cloudy,2012,Tue,14.520847,18.0552,49.625,9.874393,Medium
404,2/8/2012,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Spring,Mist/Cloudy,2012,Wed,10.523347,13.32105,72.2917,8.959307,Low
405,2/9/2012,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,Spring,Clear/Partly Cloudy,2012,Thu,10.865,13.0994,56.2083,13.000479,Medium
406,2/10/2012,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,Spring,Mist/Cloudy,2012,Fri,11.514153,14.6779,54,7.834243,Medium
407,2/11/2012,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Spring,Light Rain/Snow,2012,Sat,9.190847,10.54335,73.125,19.416332,Low
408,2/12/2012,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,Spring,Clear/Partly Cloudy,2012,Sun,5.2275,5.0829,46.4583,27.417204,Low
409,2/13/2012,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Spring,Clear/Partly Cloudy,2012,Mon,9.1225,11.39565,41.125,11.207961,Medium
410,2/14/2012,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Spring,Mist/Cloudy,2012,Tue,13.085847,16.6973,50.875,9.458993,Medium
411,2/15/2012,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Spring,Clear/Partly Cloudy,2012,Wed,14.281653,17.58145,53.125,12.1672,Medium
412,2/16/2012,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Spring,Mist/Cloudy,2012,Thu,12.983347,16.5081,75.2917,6.125475,Low
413,2/17/2012,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Spring,Clear/Partly Cloudy,2012,Fri,14.076653,17.58145,63.4583,13.791682,Medium
414,2/18/2012,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Spring,Clear/Partly Cloudy,2012,Sat,14.213347,17.77125,53.4583,12.792243,Medium
415,2/19/2012,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,Spring,Mist/Cloudy,2012,Sun,11.48,13.2894,51.5833,16.958504,Low
416,2/20/2012,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,Spring,Clear/Partly Cloudy,2012,Mon,11.48,13.66955,50.7826,15.348561,Low
417,2/21/2012,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Spring,Clear/Partly Cloudy,2012,Tue,11.800866,14.75565,59.4348,13.783039,Medium
418,2/22/2012,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Spring,Clear/Partly Cloudy,2012,Wed,16.229153,19.63335,56.7917,15.709557,High
419,2/23/2012,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Spring,Clear/Partly Cloudy,2012,Thu,18.620847,22.2223,55.4583,12.791171,High
420,2/24/2012,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Spring,Mist/Cloudy,2012,Fri,16.7075,20.54855,73.75,15.916989,Medium
421,2/25/2012,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,Spring,Clear/Partly Cloudy,2012,Sat,11.924153,12.78375,39.5833,28.250014,Low
422,2/26/2012,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,Spring,Clear/Partly Cloudy,2012,Sun,11.445847,13.4154,41,13.750343,Medium
423,2/27/2012,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,Spring,Clear/Partly Cloudy,2012,Mon,15.033347,17.8977,49.0833,17.958211,Medium
424,2/28/2012,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,Spring,Clear/Partly Cloudy,2012,Tue,14.725847,17.67625,39.5833,12.958939,Medium
425,2/29/2012,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,Spring,Mist/Cloudy,2012,Wed,14.118268,17.4235,80.4783,12.000839,Low
426,3/1/2012,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,Spring,Clear/Partly Cloudy,2012,Thu,19.919153,23.76855,61.5417,15.208129,High
427,3/2/2012,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,Spring,Mist/Cloudy,2012,Fri,14.486653,17.9921,65.7083,9.708568,Medium
428,3/3/2012,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,Spring,Mist/Cloudy,2012,Sat,16.980847,20.6746,62.125,10.792293,Medium
429,3/4/2012,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,Spring,Clear/Partly Cloudy,2012,Sun,13.359153,15.15105,40.3333,22.416257,Medium
430,3/5/2012,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,Spring,Clear/Partly Cloudy,2012,Mon,9.976653,12.05855,50.625,15.333486,Medium
